ResponseId,Progress,Duration (in seconds),Finished,UserLanguage,Q3.1,Q3.2,Q3.3,Q3.4,Q4.1,Q4.2,Q4.3,Q4.4,Q5.1,Q5.2,Q5.3,Q5.4,Q6.1,Q6.2,Q6.3,Q6.4,Q7.1,Q7.2,Q7.3,Q7.4,Q8.1,Q8.2,Q8.3,Q8.4,Q10.1,Q10.2,Q10.3,Q10.4,Q11.1,Q11.2,Q11.3,Q11.4,Q12.1,Q12.2,Q12.3,Q12.4,Q13.1,Q13.2,Q13.3,Q13.4,Q14.1,Q14.2,Q14.3,Q14.4,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,SC0
R_3CBmbXx32e48FQL,100,330,TRUE,EN,,,"diturably,hularing,sweadles","squeanings,igmanilating,incarpritation",,"ascodiments,flicetock,alphociration",,"seasslins,thuckeding,erdellation","sweadles,thuckeding,fluckles",,,"gormidion,susteries,fifuffies","caeduseousness,fereniration,alphociration",,,"incarpritation,operrhaging,pylisation","myrticates,squeanings,urpharities","ascodiments,margrel,dabbedness",,,,,"acchots,erdellation,alphociration","fluckles,incarpritation,caeduseousness",,"flompled,sweadles,sauging",,"crilders,spaightness,saglidity",,"rechetsel,pragingness,zimbazza","shoquets,concinging,urerrivuration",,"dispights,urpharities,repufling",,,"sauging,raruting,scuptitally","fluckles,squeanings,sauging",,,"snially,saglidity,risitating","prebicing,risitating,concinging","fepupirition,bambeagna,trambings",,,Yes,English,Native,Yes,No,Female,27
R_7k7B5xgUH2VX6Bj,100,262,TRUE,EN,,"croapings,thellering,erteycole","hularing,thrurring,susteries",,"susteries,fifuffies,thrurring","boincole,figels,flicetock",,,"sweadles,seasslins,crilollering",,"fleceils,caeduseousness,lusidour",,,,"canmiobraine,briagra,thrurring","squayophrenism,fifuffies,pylisation","susteries,squeanings,urpharities","ascodiments,tescourine,dabbedness",,,"rehotes,brolorous,thellering",,,"corsenations,figelled,squeping",,"ataulting,flompled,quiprigraphy","prebicing,bambeagna,tyvuniated",,"sweadles,menniated,squeasts","rechetsel,zimbazza,sauging",,,"spaightness,obsightness,fluckles",,,"risitating,raruting,scuptitally",,"phongishments,bicrinations,ataulting",,"snially,conscrastions,obsightness","tyvuniated,prebicing,risitating",,,"scuptitally,refomped,flompled",Yes,chinese,Non-native but fluent,Yes,No,Female,31
R_6ZQTQQNkbk0PIIm,100,448,TRUE,EN,,"croapings,thellering,ropsta","hularing,thrurring,sweadles",,,"ascodiments,bambeagna,figels","erpechitades,marreccone,scalilla",,,,"corsenations,ipanelle,lusidour","flicetock,susteries,fifuffies",,"igmanilating,urpharities,tygranate",,"incarpritation,corsenations,pylisation",,"tescourine,margrel,citocoli",,"brolorous,erteycole,nusprils","rehotes,ropsta,brolorous","canmiobraine,squayophrenism,erteycole",,,,"flompled,fluckles,sweadles",,"crilders,refomped,spaightness","trilching,dispights,menniated","rechetsel,wrartering,sauging",,,"obsightness,urpharities,repufling","zimbazza,erpechitades,covigating",,,,"phongishments,bicrinations,concinging",,"snially,saglidity,risitating","tyvuniated,urpharities,sweadles",,,"urreocatry,refomped,shoquets",Yes,,Non-native but fluent,Yes,No,Female,30
R_7lEaBk4fqoNtiaW,100,94,TRUE,EN,"crilollering,shomples,ancechuttos",,"thrurring,flicetock,susteries",,"susteries,fifuffies,frumbered",,"aspintades,rehotes,scalilla",,"sweadles,pragingness,thuckeding",,,"gormidion,fifuffies,grumbered","fereniration,acchots,selorine",,,"operrhaging,squayophrenism,fifuffies",,"tescourine,frumbered,margrel",,"erteycole,thellering,nusprils",,"canmiobraine,squayophrenism,erteycole",,"corsenations,incarpritation,squeping","forbicing,acribating,phongishments",,"prebicing,trambings,tyvuniated",,"trilching,dispights,squeasts",,,"prynching,urpharities,diruditions","spaightness,obsightness,dispights",,"bicrinations,grumbered,liechersedding",,"fifuffies,squeanings,sauging",,"boincole,squeasts,enrogiciously",,"fereniration,prebicing,concinging",,,"scuptitally,shoquets,ancechuttos",Yes,english ,Native,Yes,No,Female,31
R_5YwT0tCZskncfRK,100,383,TRUE,EN,"crilollering,whebbling,squeping","croapings,thellering,erteycole",,,"ancechuttos,fifuffies,fleceils","ascodiments,boincole,figels",,,,"dabbedness,shomples,margrel","corsenations,caeduseousness,ipanelle",,,"grumbered,igmanilating,scayons",,"incarpritation,diadegons,pylisation","susteries,corsenations,urpharities",,"operrhaging,cazzagra,seasslins",,,"pylisation,canmiobraine,squayophrenism","erdellation,alphociration,selorine",,"forbicing,acribating,cacqueting","raruting,ataulting,sauging",,,,,"cacqueting,urerrivuration,tyvuniated","repufling,urpharities,diruditions","spaightness,obsightness,dispights",,"fifuffies,menniated,liechersedding",,,"bicrinations,concinging,scuptitally",,"snially,zimbazza,saglidity",,,"femiture,chrotutation,raruting","urerrivuration,shoquets,ancechuttos",Yes,English,Native,Yes,No,Male,32
R_3CpaZbiBbhc0jP4,100,616,TRUE,EN,,,"diturably,flicetock,susteries","squeanings,fluckles,cazzagra","ancechuttos,fleceils,frumbered",,,"ipanelle,citocoli,erdellation","sweadles,seasslins,fluckles",,"fleceils,corsenations,caeduseousness",,,,"menaprigication,squeanings,thrurring","squayophrenism,corsenations,pylisation","tygranate,acchots,urpharities",,,"erteycole,thellering,nusprils",,,"alphociration,fereniration,myrticates","corsenations,margrel,caeduseousness","acribating,phongishments,cacqueting",,,"crilders,squeasts,spaightness",,"rechetsel,wrartering,raruting",,"urpharities,femiture,diruditions",,,"enrogiciously,menniated,liechersedding","risitating,raruting,scuptitally","squeanings,shoquets,raruting",,"bambeagna,squeasts,enrogiciously",,"tyvuniated,urpharities,sweadles",,"chrotutation,snially,pragingness",,Yes,"English, Spanish ",Native,Yes,No,Female,28
R_3fpXRB4uUl5KbW2,11,331964,FALSE,EN,"whebbling,corsenations,ancechuttos",,"diturably,thrurring,flicetock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
R_1uHw5etU0n5goag,100,216,TRUE,EN,,,"hularing,thrurring,susteries","squeanings,fluckles,incarpritation","ancechuttos,fleceils,brolorous",,"aspintades,scalilla,diturably",,,,"corsenations,scalilla,ipanelle","gormidion,susteries,grumbered","caeduseousness,fereniration,alphociration",,"menaprigication,squeanings,thrurring",,"acchots,corsenations,urpharities",,"selorine,cazzagra,fifuffies",,,,"erdellation,fereniration,myrticates","margrel,incarpritation,caeduseousness",,,"trambings,femiture,dispights","covigating,refomped,spaightness","sweadles,dispights,menniated","rechetsel,pragingness,sauging",,,,"chaspection,zimbazza,snially","bicrinations,fifuffies,menniated",,,"ancechuttos,phongishments,scuptitally",,"snially,conscrastions,saglidity",,"fepupirition,saglidity,bambeagna",,"urerrivuration,flompled,ancechuttos",Yes,"English, Korean",Native,Yes,No,Male,31
R_7qjrxtcLMEBvTBP,100,213,TRUE,EN,,,"hularing,thrurring,flicetock","squeanings,thuckeding,nusprils","susteries,ancechuttos,brolorous",,,"cazzagra,citocoli,erdellation","sweadles,crilollering,thuckeding","dabbedness,squeanings,whebbling",,,,"grumbered,igmanilating,urpharities","frumbered,squeanings,thrurring",,"myrticates,susteries,acchots",,"selorine,operrhaging,seasslins",,,"pylisation,squayophrenism,erteycole","erdellation,alphociration,myrticates",,,"raruting,flompled,sauging","prebicing,femiture,dispights",,"trilching,grumbered,squeasts",,"cacqueting,concinging,urerrivuration",,,,"bicrinations,menniated,liechersedding","diruditions,conscrastions,scuptitally","fluckles,raruting,sauging",,"boincole,squeasts,chaspection",,"tyvuniated,fereniration,prebicing",,"chrotutation,menniated,snially",,Yes,English and Spanish,Native,Yes,No,Female,34
R_73af9CN1Yf48YsW,100,130,TRUE,EN,,,"diturably,hularing,flicetock","squeanings,fluckles,incarpritation",,"ascodiments,figels,flicetock","rehotes,selorine,diturably",,"sweadles,pragingness,fluckles","dabbedness,shomples,aspintades",,,,"grumbered,igmanilating,urpharities",,"squayophrenism,fifuffies,pylisation","tygranate,susteries,corsenations",,"selorine,fifuffies,seasslins",,"rehotes,ropsta,thellering",,"erdellation,selorine,myrticates",,"acribating,crettoes,scuptitally",,,"crilders,refomped,spaightness",,"wrartering,sauging,raruting","liechersedding,urerrivuration,tyvuniated",,,"recightlectly,zimbazza,erpechitades",,"sauging,conscrastions,raruting",,"erpechitades,scuptitally,ataulting",,"conscrastions,zimbazza,saglidity",,"saglidity,fifuffies,trambings",,"scuptitally,urerrivuration,flompled",Yes,Chinese,Non-native but fluent,Yes,No,Female,32
R_3OdyjKQvfQgGU5b,100,371,TRUE,EN,"crilollering,squeping,ancechuttos",,,"squeanings,igmanilating,cazzagra","susteries,fifuffies,brolorous",,"marreccone,aspintades,scalilla",,,"dabbedness,margrel,whebbling","fleceils,ipanelle,ascodiments",,"fereniration,lusidour,ascodiments",,"menaprigication,squeanings,briagra",,,"ascodiments,citocoli,dabbedness",,"erteycole,thellering,nusprils","rehotes,scayons,ropsta",,"ardudellis,alphociration,selorine",,"crettoes,scuptitally,cacqueting",,"liechersedding,trambings,femiture",,"sweadles,dispights,menniated","wrartering,pragingness,zimbazza",,,"spaightness,dispights,repufling",,,"diruditions,conscrastions,phongishments","fifuffies,prynching,sauging",,,"snially,urerrivuration,risitating","tyvuniated,fereniration,sweadles",,,"flompled,shoquets,ancechuttos",Yes,english,Native,Yes,No,Female,30
R_75qJM35EJjJWU7v,100,348,TRUE,EN,"whebbling,ancechuttos,scalilla",,"hularing,thrurring,briagra",,,,"aspintades,rehotes,selorine","ipanelle,cazzagra,seasslins",,"dabbedness,margrel,squeanings","corsenations,scalilla,caeduseousness",,"caeduseousness,ascodiments,selorine",,"canmiobraine,ipanelle,briagra",,"myrticates,squeanings,urpharities","ascodiments,tescourine,citocoli",,,,"squayophrenism,erteycole,thuckeding","acchots,erdellation,fereniration",,"crettoes,phongishments,repufling","raruting,ataulting,flompled",,,,,"cacqueting,shoquets,concinging","encrocing,prynching,diruditions",,,"grumbered,urreocatry,menniated","diruditions,sauging,conscrastions","fluckles,squeanings,raruting",,"squeasts,chaspection,fereniration",,"tyvuniated,fereniration,prebicing","veysurition,bambeagna,erpechitades",,,Yes,English,Native,Yes,No,Male,34
R_5EndzGFliZJqeMo,100,366,TRUE,EN,,"thellering,ropsta,figelled",,"igmanilating,cazzagra,incarpritation","susteries,ancechuttos,fleceils",,,"ipanelle,citocoli,thuckeding",,"shomples,aspintades,whebbling","scalilla,caeduseousness,lusidour",,,"urpharities,bambeagna,scayons",,"operrhaging,corsenations,pylisation",,"ascodiments,tescourine,margrel","lusidour,bambeagna,selorine",,,,"erdellation,ardudellis,alphociration","corsenations,fluckles,caeduseousness","acribating,phongishments,cacqueting",,"trambings,femiture,tyvuniated",,"sweadles,dispights,menniated",,"shoquets,tyvuniated,fifuffies",,,"frumbered,chaspection,zimbazza","bicrinations,menniated,liechersedding",,,"bicrinations,concinging,ataulting","bambeagna,boincole,enrogiciously",,"fereniration,sweadles,concinging",,,"scuptitally,urreocatry,refomped",Yes,english and hindi,Native,Yes,No,Female,29
R_5pK2oxuPssW49OJ,100,232,TRUE,EN,,"croapings,stroblings,ropsta","hularing,thrurring,susteries",,"susteries,brolorous,frumbered","ascodiments,bambeagna,figels",,,"pragingness,fluckles,cazzagra","briagra,squeanings,whebbling",,,"caeduseousness,alphociration,selorine",,,"diadegons,fifuffies,pylisation","tygranate,myrticates,urpharities",,"lusidour,selorine,operrhaging",,,"figels,diadegons,pylisation",,"corsenations,figelled,incarpritation","crettoes,phongishments,cacqueting",,"trambings,femiture,bambeagna",,,,"shoquets,concinging,liechersedding","prynching,repufling,diruditions",,"frumbered,recightlectly,zimbazza",,"sauging,conscrastions,scuptitally","squeanings,shoquets,sauging",,,"snially,saglidity,urerrivuration","tyvuniated,risitating,concinging",,,"urerrivuration,refomped,flompled",Yes,english,Native,Yes,No,Female,33
R_1dFI63oMO6ngpmq,100,446,TRUE,EN,,"thellering,ropsta,erteycole",,"igmanilating,cazzagra,incarpritation",,"ascodiments,bambeagna,alphociration",,"cazzagra,seasslins,erdellation","seasslins,pragingness,thuckeding",,"fleceils,corsenations,scalilla",,"caeduseousness,fereniration,alphociration",,"frumbered,squeanings,thrurring",,"susteries,corsenations,urpharities","ascodiments,tescourine,margrel",,,,,"acchots,ardudellis,alphociration","corsenations,margrel,incarpritation",,,"trambings,femiture,dispights","crilders,refomped,erpechitades","sweadles,dispights,menniated",,,"urpharities,femiture,diruditions","dispights,urpharities,bambeagna",,"enrogiciously,urreocatry,liechersedding",,"fluckles,raruting,sauging",,"bambeagna,boincole,enrogiciously",,"tyvuniated,urpharities,risitating",,,"urreocatry,shoquets,ancechuttos",Yes,English,Native,Yes,No,Female,32
R_3wLAf6ZVulw8cwf,100,330,TRUE,EN,,,"diturably,hularing,sweadles","squeanings,thuckeding,incarpritation","ancechuttos,fifuffies,brolorous",,"marreccone,rehotes,scalilla",,"crilollering,fluckles,cazzagra","dabbedness,shomples,squeanings",,,"acchots,ascodiments,selorine","grumbered,bambeagna,scayons",,,,"frumbered,margrel,citocoli","selorine,fifuffies,seasslins",,,,"alphociration,selorine,myrticates","corsenations,squeping,caeduseousness",,,"trambings,femiture,tyvuniated","refomped,squeasts,saglidity","quiprigraphy,trilching,menniated",,,"encrocing,prynching,urpharities","spaightness,obsightness,dispights",,"bicrinations,fifuffies,liechersedding",,"squeanings,raruting,sauging",,"bambeagna,boincole,chaspection",,"urpharities,risitating,concinging","veysurition,erpechitades,trambings",,,Yes,Spanish,Non-native but fluent,Yes,No,Female,27
R_1stDw4VYNLOwyVM,100,349,TRUE,EN,"crilollering,squeping,ancechuttos",,"diturably,hularing,thrurring",,"ancechuttos,fifuffies,fleceils",,"erpechitades,scalilla,selorine",,"sweadles,pragingness,fluckles",,"fleceils,corsenations,lusidour",,"caeduseousness,fereniration,alphociration",,"canmiobraine,squeanings,briagra",,,"ascodiments,tescourine,citocoli",,"brolorous,erteycole,nusprils",,,"erdellation,fereniration,myrticates","corsenations,squeping,caeduseousness","forbicing,acribating,crettoes","ataulting,flompled,quiprigraphy",,,"sweadles,trilching,menniated",,"cacqueting,shoquets,concinging",,"spaightness,obsightness,repufling","frumbered,zimbazza,snially",,,,,"bambeagna,chaspection,fereniration","snially,conscrastions,saglidity","tyvuniated,urpharities,fereniration",,"femiture,chrotutation,menniated",,Yes,Spanish,Non-native but fluent,Yes,No,Female,44
R_1kibVOSifHgGlh8,100,618,TRUE,EN,,"stroblings,thellering,figelled",,"squeanings,fluckles,thuckeding",,"boincole,myrticates,figels",,"cazzagra,citocoli,incarpritation","sweadles,seasslins,crilollering",,,"flicetock,nusprils,susteries",,"grumbered,igmanilating,scayons",,"incarpritation,operrhaging,corsenations",,"frumbered,margrel,dabbedness",,"brolorous,thellering,nusprils","rehotes,scayons,brolorous","figels,canmiobraine,erteycole",,,,"flompled,fluckles,sauging",,"refomped,squeasts,spaightness",,"rechetsel,zimbazza,chaspection",,"urpharities,boincole,diruditions",,"frumbered,zimbazza,snially","bicrinations,grumbered,fifuffies",,"fifuffies,fluckles,shoquets",,,"snially,saglidity,risitating",,"veysurition,fepupirition,trambings",,"scuptitally,flompled,ancechuttos",Yes,English,Native,Yes,No,Male,32
R_3MfdwT3ZM95ld9D,100,347,TRUE,EN,"whebbling,squeping,scalilla",,"diturably,thrurring,flicetock",,"susteries,fifuffies,fleceils",,,"cazzagra,citocoli,incarpritation","seasslins,thuckeding,cazzagra",,"corsenations,scalilla,ipanelle",,"alphociration,ascodiments,selorine","igmanilating,urpharities,tygranate",,,"tygranate,myrticates,squeanings","aspintades,tescourine,citocoli",,,"rehotes,scayons,ropsta",,,"corsenations,fluckles,caeduseousness","forbicing,crettoes,repufling",,,"crilders,refomped,spaightness","trilching,dispights,squeasts",,"liechersedding,tyvuniated,fifuffies",,"obsightness,dispights,urpharities","chaspection,zimbazza,covigating",,,"squeanings,raruting,sauging",,,"snially,zimbazza,risitating","tyvuniated,sweadles,concinging",,,"refomped,flompled,shoquets",Yes,english,Native,Yes,No,Female,34
R_3n1p6ovYYvdvTVG,100,517,TRUE,EN,,"stroblings,thellering,ropsta","hularing,thrurring,flicetock",,"susteries,fifuffies,fleceils",,,"ipanelle,cazzagra,citocoli","thuckeding,fluckles,cazzagra",,"scalilla,caeduseousness,ipanelle",,"fereniration,alphociration,acchots",,"frumbered,menaprigication,canmiobraine",,"tygranate,corsenations,urpharities",,"bambeagna,selorine,seasslins",,,,"ardudellis,alphociration,fereniration","margrel,figelled,incarpritation",,"raruting,fluckles,sauging",,"crilders,covigating,squeasts","trilching,grumbered,menniated","wrartering,sauging,raruting",,,"dispights,urpharities,bambeagna","chaspection,erpechitades,covigating",,,,"ancechuttos,concinging,ataulting","boincole,frumbered,enrogiciously",,"urpharities,fereniration,prebicing",,,"scuptitally,urreocatry,urerrivuration",Yes,Chinese,Non-native but fluent,Yes,No,Female,35
R_73EbtMCZeKDoYbO,100,219,TRUE,EN,"crilollering,corsenations,scalilla",,,"squeanings,thuckeding,incarpritation",,"myrticates,figels,flicetock","erpechitades,marreccone,selorine",,,"dabbedness,briagra,shomples","fleceils,corsenations,ascodiments",,,,"menaprigication,squeanings,thrurring","diadegons,corsenations,pylisation","susteries,corsenations,urpharities","aspintades,margrel,dabbedness",,,,,"alphociration,selorine,fereniration","corsenations,figelled,caeduseousness","forbicing,crettoes,scuptitally","flompled,fluckles,sweadles",,,"grumbered,dispights,menniated",,"shoquets,liechersedding,urerrivuration",,"obsightness,bambeagna,repufling",,,"sauging,risitating,raruting","raruting,prynching,sauging",,"boincole,chaspection,fereniration",,"tyvuniated,prebicing,concinging",,,"flompled,shoquets,ancechuttos",Yes,english,Native,Yes,No,Male,24
R_3dRHT4djZc20m0J,100,107,TRUE,EN,,"stroblings,canmiobraine,erteycole","hularing,sweadles,flicetock",,,,"rehotes,selorine,diturably","ipanelle,citocoli,thuckeding","pragingness,fluckles,cazzagra","briagra,shomples,margrel",,,"acchots,lusidour,ascodiments",,,"operrhaging,fifuffies,corsenations",,"ascodiments,tescourine,frumbered","bambeagna,cazzagra,seasslins",,"ropsta,brolorous,thrurring",,"erdellation,ardudellis,selorine",,"forbicing,acribating,cacqueting","ataulting,fluckles,sweadles",,,"grumbered,dispights,menniated",,,"repufling,urpharities,boincole","dispights,fluckles,bambeagna",,"fifuffies,menniated,liechersedding",,"fifuffies,fluckles,sauging",,,"saglidity,urerrivuration,obsightness",,"fepupirition,erpechitades,trambings",,"urreocatry,flompled,shoquets",Yes,english,Native,Yes,No,Male,23
